frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
687,0,0.000,0.88,1,1.15,0.37,0.41,0.31,0.52,0.99,0.03,1.63,0.95,0.64,0.16,1.20,0.22,0.02,0.66,1.12,0.29,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
688,0,0.000,0.98,1,0.63,0.37,0.07,0.00,1.15,1.20,0.28,1.75,1.41,1.15,0.16,0.62,0.21,0.00,0.59,0.76,0.04,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
689,0,0.000,0.93,1,0.49,0.39,0.00,0.71,1.75,1.02,0.24,1.73,2.16,1.37,0.00,0.23,0.21,0.00,0.77,0.33,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
690,0,0.000,0.93,1,1.16,0.83,0.00,0.83,1.49,0.88,0.24,1.11,1.44,1.29,0.27,0.93,0.30,0.00,1.12,0.27,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
691,0,0.000,0.88,1,1.62,0.83,0.43,1.06,1.06,0.69,0.19,0.95,1.29,0.51,0.84,1.01,0.49,0.00,1.57,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
692,0,0.000,0.88,1,1.29,0.43,0.59,0.35,1.00,0.73,0.19,1.15,1.23,0.63,0.84,1.06,0.49,0.00,0.99,0.03,0.12,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
693,0,0.000,0.98,1,0.70,0.23,0.59,0.36,0.85,0.53,0.19,1.08,1.53,0.84,0.56,0.54,0.18,0.00,0.63,0.22,0.33,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
694,0,0.000,0.98,1,0.24,0.29,0.28,0.13,1.25,1.22,0.00,1.50,1.88,1.44,0.00,0.75,0.00,0.34,0.18,0.32,0.33,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
695,0,0.000,0.88,1,0.24,0.29,0.13,0.13,1.11,1.66,0.03,0.98,1.48,1.30,0.08,0.88,0.00,0.34,0.51,0.52,0.67,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
696,0,0.000,0.93,1,0.00,0.06,0.21,0.00,1.58,2.22,0.03,1.14,1.76,1.20,0.08,1.05,0.00,0.37,0.63,0.32,0.69,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
697,0,0.000,0.98,1,0.26,0.68,0.08,0.12,1.19,1.35,0.03,0.52,1.54,0.73,0.13,1.39,0.00,0.04,0.71,0.60,0.69,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
698,0,0.000,0.93,1,0.89,1.29,0.42,0.37,0.75,0.74,0.00,0.71,1.50,1.61,0.51,2.06,0.00,0.34,0.38,0.50,0.23,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
699,0,0.000,0.98,1,0.89,1.29,0.34,0.37,0.22,0.15,0.00,0.41,1.11,1.48,0.51,1.73,0.00,0.31,0.08,0.50,0.03,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
700,0,0.000,0.98,1,0.63,0.61,0.34,0.30,0.00,0.00,0.00,0.41,0.69,1.32,0.50,1.49,0.00,0.30,0.08,0.27,0.27,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
701,0,0.000,0.98,1,0.00,0.00,0.29,0.06,0.72,0.16,0.12,0.18,0.97,0.43,0.36,1.13,0.02,0.00,0.50,0.41,0.27,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
702,0,0.000,0.98,1,0.00,0.00,0.29,0.06,1.11,0.16,0.51,0.28,1.19,0.78,0.36,0.99,0.02,0.00,0.50,0.41,0.25,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
703,0,0.000,0.98,1,0.29,0.00,0.29,0.22,1.36,0.62,0.51,0.54,1.36,0.78,0.32,0.84,0.49,0.16,0.59,0.36,0.13,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
704,0,0.000,0.77,1,0.29,0.00,0.00,0.22,1.03,0.80,0.39,0.82,1.49,0.52,0.00,0.76,0.48,0.31,0.68,0.43,0.25,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
705,0,0.000,0.93,1,0.55,0.18,0.43,0.22,0.84,0.80,0.22,0.98,1.23,0.27,0.44,1.14,1.01,0.38,0.68,0.43,0.25,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
706,0,0.000,0.88,1,0.32,0.18,0.84,0.26,1.02,0.35,0.22,1.15,1.16,0.48,0.47,1.25,0.94,0.23,0.66,0.34,0.11,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
707,0,0.000,0.98,1,0.32,0.18,0.94,0.26,1.08,0.67,0.22,1.18,0.80,0.94,0.88,1.08,0.94,0.09,0.14,0.00,0.19,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
708,0,0.000,0.98,1,0.42,0.52,0.99,0.26,1.89,1.61,0.22,1.30,1.16,0.94,0.44,0.70,0.40,0.02,0.89,0.55,0.19,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
709,0,0.000,0.88,1,0.75,0.80,0.57,0.29,1.46,1.61,0.22,1.06,1.53,1.33,0.81,0.91,0.00,0.15,0.75,1.14,0.39,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
710,0,0.000,0.93,1,1.06,0.80,0.55,0.61,0.99,0.94,0.22,0.82,1.45,1.45,0.40,0.69,0.00,0.22,0.75,1.14,0.20,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
711,0,0.000,0.88,1,1.05,0.28,0.08,0.83,0.19,0.00,0.00,0.45,1.45,1.59,0.40,0.84,0.66,0.22,0.66,0.80,0.32,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
712,0,0.000,0.88,1,0.67,0.00,0.08,0.54,0.33,0.53,0.00,0.42,1.13,1.27,0.00,1.03,0.92,0.16,0.94,1.12,0.43,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
713,0,0.000,0.93,1,0.36,0.00,0.00,0.22,0.89,0.73,0.00,0.60,1.49,0.75,0.00,1.12,0.92,0.10,1.33,1.44,0.43,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
714,0,0.000,0.98,1,0.10,0.20,0.00,0.00,1.71,1.92,0.00,1.14,1.74,0.66,0.00,1.53,0.44,0.10,1.31,1.71,0.31,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
715,0,0.000,0.98,1,0.10,0.20,0.00,0.00,2.04,1.94,0.00,1.07,2.41,0.53,0.00,0.69,0.18,0.00,1.32,0.79,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
716,0,0.000,0.98,1,0.83,0.67,0.39,0.00,2.11,2.79,0.00,0.79,2.32,0.89,0.00,0.55,0.21,0.00,1.48,0.47,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
717,0,0.000,0.98,1,0.73,0.46,0.39,0.00,1.70,2.17,0.00,0.73,2.03,0.82,0.00,0.00,0.03,0.00,0.84,0.00,0.17,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
718,0,0.000,0.98,1,1.14,0.46,0.45,0.10,1.23,2.20,0.00,1.13,1.49,0.83,0.35,0.82,0.03,0.04,0.55,0.26,0.17,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
719,0,0.000,0.82,1,0.61,0.00,0.06,0.10,0.60,1.15,0.00,0.98,0.83,0.37,0.35,1.03,0.00,0.04,0.13,0.84,0.23,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
720,0,0.000,0.93,1,0.61,0.00,0.06,0.10,0.27,0.89,0.00,0.50,0.72,0.47,0.64,1.33,0.32,0.15,0.13,1.49,0.06,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
721,0,0.000,0.98,1,0.20,0.00,0.00,0.00,0.41,0.42,0.00,0.00,0.58,0.49,0.29,0.51,0.32,0.12,0.26,1.36,0.51,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
722,0,0.000,0.98,1,0.00,0.00,0.16,0.00,0.50,0.42,0.00,0.00,1.00,0.80,0.62,0.63,0.64,0.12,0.28,1.02,0.45,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
723,0,0.000,0.98,1,0.00,0.00,0.64,0.00,0.81,0.19,0.00,0.46,1.38,0.89,0.33,0.34,0.45,0.00,0.44,0.73,0.45,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
724,0,0.000,0.93,1,0.32,0.38,0.64,0.00,0.91,0.33,0.16,0.80,1.34,1.15,0.33,1.16,0.45,0.26,0.31,1.37,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
725,0,0.000,0.98,1,1.50,0.78,1.32,0.00,0.98,0.88,0.16,0.97,1.31,1.41,0.00,0.82,0.13,0.42,0.16,1.12,0.13,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
726,0,0.000,0.98,1,1.55,0.78,0.96,0.34,0.57,0.81,0.16,0.59,0.94,1.26,0.16,1.38,0.00,0.62,0.05,0.84,0.20,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
727,0,0.000,0.93,1,1.33,0.41,0.96,0.34,1.10,0.99,0.17,0.91,1.66,1.31,0.41,0.61,0.09,0.36,0.73,0.32,0.20,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
728,0,0.000,0.93,1,0.16,0.00,0.85,0.34,1.52,0.95,0.35,1.03,1.79,1.13,0.57,0.95,0.09,0.21,0.73,0.32,0.07,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
729,0,0.000,0.88,1,0.11,0.00,0.73,0.00,1.85,1.48,0.46,1.30,1.90,1.20,0.41,0.76,0.09,0.00,1.24,0.69,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
730,0,0.000,0.98,1,0.00,0.00,0.73,0.00,1.52,1.51,0.28,1.14,1.85,1.14,0.36,1.54,0.19,0.00,1.04,0.86,0.12,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
731,0,0.000,0.98,1,0.54,0.00,0.25,1.18,1.18,1.49,0.11,1.22,1.57,0.88,0.20,2.23,0.19,0.31,1.75,1.86,0.18,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
732,0,0.000,0.88,1,0.54,0.00,0.25,1.18,1.13,1.69,0.12,0.87,1.49,0.98,0.20,1.99,0.22,0.31,1.19,1.41,0.38,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
733,0,0.000,0.98,1,0.66,0.00,0.25,1.18,1.35,1.44,0.12,0.91,1.64,0.98,0.00,1.16,0.03,0.31,1.02,1.00,0.27,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
734,0,0.000,0.98,1,0.12,0.00,0.00,0.00,1.21,1.16,0.46,0.55,1.50,1.00,0.00,0.12,0.03,0.00,0.68,0.00,0.45,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
735,0,0.000,0.93,1,0.13,0.00,0.00,0.00,0.75,0.70,0.35,0.55,1.24,0.84,0.25,0.70,0.00,0.00,0.68,0.09,0.25,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
736,0,0.000,0.98,1,0.01,0.00,0.00,0.00,0.59,1.23,0.69,0.28,0.74,1.15,0.25,0.86,0.00,0.00,0.52,0.09,0.25,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
737,0,0.000,0.98,1,0.01,0.00,0.00,0.00,0.69,1.40,0.68,0.49,1.06,1.46,0.30,0.91,0.12,0.00,0.15,0.09,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
738,0,0.000,0.98,1,0.24,0.00,0.00,0.00,1.16,1.13,0.68,0.86,1.51,1.65,0.05,0.39,0.12,0.00,0.73,0.50,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
739,0,0.000,0.93,1,0.73,0.10,0.00,0.00,0.75,0.70,0.33,0.90,1.46,0.91,0.05,0.23,0.12,0.00,1.10,1.09,0.08,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
740,0,0.000,0.98,1,0.73,0.10,0.00,0.00,1.06,0.67,0.00,1.39,1.69,0.49,0.00,0.43,0.00,0.12,1.35,1.10,0.36,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
741,0,0.000,0.98,1,0.49,0.27,0.09,0.00,1.24,1.42,0.00,1.33,2.08,0.29,0.00,0.25,0.14,0.12,1.51,1.01,0.36,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
742,0,0.000,0.93,1,0.00,0.17,0.17,0.42,1.57,1.39,0.00,1.63,2.38,0.80,0.00,0.40,0.25,0.12,1.30,0.56,0.78,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
743,0,0.000,0.98,1,0.43,0.20,0.24,0.42,1.35,1.40,0.00,1.10,1.88,0.75,0.13,0.42,0.25,0.00,1.71,0.93,0.51,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
744,0,0.000,0.88,1,0.43,0.03,0.15,0.42,1.21,1.35,0.00,0.79,1.68,0.67,0.13,0.42,0.11,0.00,1.49,1.03,0.51,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
745,0,0.000,0.93,1,0.89,0.44,0.45,0.19,0.78,1.07,0.00,0.91,1.16,0.22,0.20,0.80,0.00,0.00,1.70,1.45,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
746,0,0.000,0.98,1,0.45,0.41,0.52,0.19,1.14,0.90,0.00,1.14,1.83,0.40,0.07,0.53,0.00,0.00,1.72,1.39,0.12,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
747,0,0.000,0.98,1,0.45,0.41,0.52,0.19,1.14,0.34,0.00,1.54,1.71,0.64,0.07,0.53,0.00,0.00,1.40,0.87,0.12,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
748,0,0.000,0.98,1,0.00,0.00,0.30,0.00,1.45,0.94,0.00,1.13,2.02,1.37,0.06,0.64,0.00,0.00,0.87,0.47,0.70,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
749,0,0.000,0.93,1,0.42,0.17,0.15,0.23,1.26,1.34,0.00,1.05,1.44,1.37,0.06,1.25,0.00,0.00,0.76,0.36,0.93,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
750,0,0.000,0.88,1,0.42,0.17,0.52,0.23,1.51,2.02,0.00,0.91,1.39,1.35,0.06,1.25,0.00,0.00,0.98,0.36,0.93,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
751,0,0.000,0.98,1,0.44,0.17,0.54,0.23,1.20,1.42,0.00,0.75,1.20,0.56,0.00,1.32,0.00,0.07,0.98,0.21,0.72,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
752,0,0.000,0.88,1,0.79,0.30,0.54,0.00,1.03,1.28,0.00,0.71,1.46,0.57,0.00,0.98,0.00,0.07,0.73,0.67,0.37,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
753,0,0.000,0.98,1,0.90,0.40,0.17,0.00,0.90,1.15,0.00,0.96,1.58,0.89,0.04,0.98,0.19,0.07,0.50,0.67,0.82,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
754,0,0.000,0.88,1,1.08,0.40,0.22,0.24,1.54,1.45,0.00,1.71,1.84,2.04,0.28,0.27,0.26,0.17,0.92,0.67,0.67,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
755,0,0.000,0.98,1,0.49,0.46,0.47,0.53,1.65,0.99,0.00,1.86,1.82,2.11,0.28,0.38,0.26,0.27,0.90,0.01,0.66,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
756,0,0.000,0.88,1,0.38,0.36,0.55,0.53,1.14,0.70,0.00,1.35,1.39,1.59,0.47,1.12,0.31,0.43,0.71,0.08,0.68,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
757,0,0.000,0.93,1,0.18,0.53,0.33,0.66,0.55,0.40,0.00,0.78,0.97,0.50,0.58,1.38,0.25,0.26,0.63,0.17,0.70,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
758,0,0.000,0.98,1,0.00,0.45,0.08,0.36,0.80,0.40,0.19,0.63,0.96,0.99,0.58,1.29,0.47,0.16,0.33,0.32,0.70,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
759,0,0.000,0.98,1,0.00,0.45,0.31,0.36,0.94,0.00,0.19,0.63,1.04,0.82,0.35,1.08,0.56,0.32,0.33,0.43,0.23,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
760,0,0.000,0.98,1,0.42,0.62,0.67,0.00,1.42,0.24,0.46,0.50,1.27,1.15,0.21,1.97,0.83,0.45,0.00,0.66,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
761,0,0.000,0.98,1,1.07,0.86,0.67,0.56,0.97,0.24,0.26,0.45,1.10,0.61,0.75,2.68,0.61,0.58,0.23,1.29,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
762,0,0.000,0.82,1,1.07,0.86,0.35,0.61,1.20,0.94,0.29,1.24,1.34,1.15,0.75,2.15,0.28,0.26,0.69,1.10,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
763,0,0.000,0.98,1,0.64,0.53,0.00,0.84,1.32,1.42,0.32,1.57,1.54,1.64,0.54,1.25,0.00,0.26,0.89,1.25,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
764,0,0.000,0.88,1,0.01,0.00,0.00,0.27,1.54,1.72,0.32,1.75,1.55,1.58,0.44,0.75,0.09,0.51,0.66,0.47,0.17,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
765,0,0.000,0.98,1,0.01,0.00,0.00,0.23,1.31,1.33,0.29,1.50,1.56,1.52,0.44,1.03,0.09,0.51,0.95,0.79,0.17,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
766,0,0.000,0.93,1,0.42,0.20,0.00,0.00,1.52,0.60,0.00,1.59,1.97,1.19,0.47,1.26,0.09,0.61,1.29,0.57,0.17,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
767,0,0.000,0.93,1,0.41,0.20,0.19,0.07,1.88,0.36,0.00,1.88,2.59,1.67,0.45,0.75,0.00,0.27,2.04,0.58,0.01,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
768,0,0.000,0.98,1,1.03,0.89,0.75,0.14,1.97,0.80,0.00,2.36,2.68,1.72,0.59,0.69,0.00,0.27,2.31,0.46,0.01,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
769,0,0.000,0.98,1,0.96,0.69,0.97,0.43,1.50,1.23,0.00,1.98,2.03,1.28,0.67,1.00,0.59,0.03,1.78,1.21,0.01,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
770,0,0.000,0.82,1,0.96,0.69,0.78,0.40,0.75,1.18,0.55,1.27,1.07,0.63,0.26,1.00,0.59,0.00,1.02,1.19,0.11,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
771,0,0.000,0.88,1,0.34,0.26,0.31,0.33,1.19,0.43,0.55,0.82,0.93,0.51,0.37,1.84,0.71,0.23,0.02,0.99,0.11,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
772,0,0.000,0.98,1,0.00,0.26,0.16,0.04,0.86,0.10,0.68,0.82,0.97,0.60,0.30,1.06,0.12,0.23,0.37,0.00,0.30,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
773,0,0.000,0.93,1,0.32,0.31,0.16,0.83,0.86,0.37,0.13,0.83,1.03,0.60,0.49,1.21,0.12,0.23,0.65,0.25,0.19,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
774,0,0.000,0.98,1,0.32,0.05,0.26,0.83,0.80,0.59,0.13,0.98,1.42,0.73,0.23,0.29,0.00,0.00,1.04,0.25,0.47,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
775,0,0.000,0.93,1,0.32,0.05,0.18,0.83,0.94,0.61,0.00,1.18,1.22,0.54,0.20,0.96,0.00,0.00,1.15,1.05,0.27,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
